Zeit;Mannesmann Ufer Stadteinwaerts (Ri. Sueden);Mannesmann Ufer Stadtauswaerts (Ri. Norden);Symbol Wetter;Temperatur ( °C);Regen (mm)
07-06-2025 03:00:00;0;8;Bewoelkt;13;0
07-06-2025 04:00:00;3;8;Leicht bewoelkt;12;0
07-06-2025 05:00:00;1;5;Stellenweiser Regenfall;12;0
07-06-2025 06:00:00;5;4;Leicht bewoelkt;13;0
07-06-2025 07:00:00;6;16;Stellenweiser Regenfall;14;0
07-06-2025 08:00:00;6;14;Stellenweiser Regenfall;14;0
07-06-2025 09:00:00;11;17;Stellenweiser Regenfall;15;0,1
07-06-2025 10:00:00;13;41;Leichter Regenschauer;16;0,4
07-06-2025 11:00:00;15;42;Stellenweiser Nieselregen;16;0,5
07-06-2025 12:00:00;18;65;Leichter Regenschauer;16;0,3
07-06-2025 13:00:00;38;66;Nieselregen;15;0,4
07-06-2025 14:00:00;53;56;Stellenweiser Regenfall;14;0,1
07-06-2025 15:00:00;24;66;Stellenweiser Regenfall;15;0,1
07-06-2025 16:00:00;35;57;Leichter Regenschauer;15;0,2
07-06-2025 17:00:00;34;67;Nieselregen;15;0,4
07-06-2025 18:00:00;30;60;Leichter Regenschauer;15;0,3
07-06-2025 19:00:00;14;25;Leichter Regenschauer;14;0,2
07-06-2025 20:00:00;16;27;Leichter Regenschauer;14;0,5
07-06-2025 21:00:00;8;30;Nieselregen;13;0,4
07-06-2025 22:00:00;6;33;Leichter Regenschauer;13;1
07-06-2025 23:00:00;3;20;Maeßiger bis starker Regen mit Gewitter;12;1,1
08-06-2025 00:00:00;0;8;Stellenweiser Regenfall;12;0,1
08-06-2025 01:00:00;0;11;Leichter Regenschauer;12;0,4
08-06-2025 02:00:00;0;5;Stellenweiser Nieselregen;12;0,3
08-06-2025 03:00:00;1;8;Stellenweiser Nieselregen;11;0,7
08-06-2025 04:00:00;0;1;Leichter Regenschauer;11;0,2
08-06-2025 05:00:00;0;2;Leichter Regenschauer;11;0,2
08-06-2025 06:00:00;2;5;Leichter Regenschauer;11;0,2
08-06-2025 07:00:00;7;5;Leichter Regenschauer;12;0,4
08-06-2025 08:00:00;3;7;Leichter Regenschauer;13;0,3
08-06-2025 09:00:00;6;11;Stellenweiser Nieselregen;13;0,5
08-06-2025 10:00:00;14;24;Leichter Regenschauer;14;0,6
08-06-2025 11:00:00;21;23;Leichter Regenschauer;14;0,6
08-06-2025 12:00:00;25;44;Leichter Regenschauer;15;0,5
08-06-2025 13:00:00;25;61;Leichter Regenschauer;15;0,4
08-06-2025 14:00:00;24;33;Leichter Regenschauer;15;0,6
08-06-2025 15:00:00;43;50;Stellenweiser Regenfall;16;0,2
08-06-2025 16:00:00;33;61;Leicht bewoelkt;16;0
08-06-2025 17:00:00;39;89;Leicht bewoelkt;16;0
08-06-2025 18:00:00;25;70;Leicht bewoelkt;16;0
08-06-2025 19:00:00;13;47;Stellenweiser Regenfall;14;0
08-06-2025 20:00:00;20;38;Stellenweiser Regenfall;13;0
08-06-2025 21:00:00;11;48;Sonnig;12;0
08-06-2025 22:00:00;6;24;Leicht bewoelkt;11;0
08-06-2025 23:00:00;3;20;Leicht bewoelkt;11;0
09-06-2025 00:00:00;5;13;Leicht bewoelkt;10;0
09-06-2025 01:00:00;1;9;Bedeckt;10;0
09-06-2025 02:00:00;0;4;Bedeckt;10;0
09-06-2025 03:00:00;0;6;Bedeckt;10;0
09-06-2025 04:00:00;0;5;Stellenweiser Regenfall;10;0
09-06-2025 05:00:00;1;6;Leichter Regenschauer;10;0,2
09-06-2025 06:00:00;5;5;Stellenweiser Regenfall;11;0
09-06-2025 07:00:00;3;16;Leicht bewoelkt;12;0
09-06-2025 08:00:00;16;29;Leicht bewoelkt;14;0
09-06-2025 09:00:00;38;67;Stellenweiser Regenfall;15;0
09-06-2025 10:00:00;54;190;Stellenweiser Regenfall;17;0,1
09-06-2025 11:00:00;90;197;Stellenweiser Regenfall;18;0
09-06-2025 12:00:00;117;205;Leichter Regenschauer;18;0,2
09-06-2025 13:00:00;163;265;Stellenweiser Regenfall;18;0
09-06-2025 14:00:00;160;281;Stellenweiser Regenfall;18;0
09-06-2025 15:00:00;147;300;Stellenweiser Regenfall;18;0,1
09-06-2025 16:00:00;81;198;Stellenweiser Regenfall;18;0
09-06-2025 17:00:00;111;201;Stellenweiser Regenfall;17;0
09-06-2025 18:00:00;93;194;Leicht bewoelkt;17;0
09-06-2025 19:00:00;68;120;Leicht bewoelkt;16;0
09-06-2025 20:00:00;51;112;Sonnig;15;0
09-06-2025 21:00:00;23;67;Leicht bewoelkt;14;0
09-06-2025 22:00:00;19;36;Sonnig;13;0
09-06-2025 23:00:00;5;16;Sonnig;13;0
10-06-2025 00:00:00;6;6;Leicht bewoelkt;13;0
10-06-2025 01:00:00;0;7;Leicht bewoelkt;13;0
10-06-2025 02:00:00;1;3;Leicht bewoelkt;12;0
10-06-2025 03:00:00;0;2;Leicht bewoelkt;12;0
10-06-2025 04:00:00;6;8;Leicht bewoelkt;12;0
10-06-2025 05:00:00;5;22;Bedeckt;13;0
10-06-2025 06:00:00;39;53;Bedeckt;13;0
10-06-2025 07:00:00;109;123;Leicht bewoelkt;14;0
10-06-2025 08:00:00;174;212;Leicht bewoelkt;15;0
10-06-2025 09:00:00;76;128;Bewoelkt;16;0
10-06-2025 10:00:00;51;82;Bedeckt;17;0
10-06-2025 11:00:00;68;75;Leicht bewoelkt;19;0
10-06-2025 12:00:00;71;101;Bedeckt;19;0
10-06-2025 13:00:00;72;71;Bedeckt;19;0
10-06-2025 14:00:00;72;118;Bedeckt;19;0
10-06-2025 15:00:00;68;107;Bedeckt;18;0
10-06-2025 16:00:00;111;164;Bedeckt;18;0
10-06-2025 17:00:00;150;181;Bedeckt;18;0
10-06-2025 18:00:00;147;188;Stellenweiser Regenfall;18;0
10-06-2025 19:00:00;60;120;Stellenweiser Regenfall;17;0
10-06-2025 20:00:00;45;113;Bewoelkt;16;0
10-06-2025 21:00:00;35;55;Stellenweiser Regenfall;16;0
10-06-2025 22:00:00;10;46;Bewoelkt;16;0
10-06-2025 23:00:00;5;14;Bedeckt;13;0
11-06-2025 00:00:00;1;7;Sonnig;10;0
11-06-2025 01:00:00;2;4;Sonnig;10;0
11-06-2025 02:00:00;3;1;Sonnig;9;0
11-06-2025 03:00:00;0;5;Sonnig;9;0
11-06-2025 04:00:00;5;9;Sonnig;9;0
11-06-2025 05:00:00;7;22;Sonnig;10;0
11-06-2025 06:00:00;50;66;Sonnig;11;0
11-06-2025 07:00:00;150;186;Sonnig;12;0
11-06-2025 08:00:00;250;294;Sonnig;14;0
11-06-2025 09:00:00;105;139;Sonnig;16;0
11-06-2025 10:00:00;83;107;Sonnig;18;0
11-06-2025 11:00:00;74;107;Sonnig;19;0
11-06-2025 12:00:00;98;167;Sonnig;20;0
11-06-2025 13:00:00;112;155;Sonnig;21;0
11-06-2025 14:00:00;117;221;Sonnig;21;0
11-06-2025 15:00:00;101;192;Sonnig;22;0
11-06-2025 16:00:00;176;266;Sonnig;22;0
11-06-2025 17:00:00;216;307;Sonnig;21;0
11-06-2025 18:00:00;196;312;Sonnig;20;0
11-06-2025 19:00:00;133;217;Sonnig;19;0
11-06-2025 20:00:00;67;191;Sonnig;18;0
11-06-2025 21:00:00;51;161;Sonnig;16;0
11-06-2025 22:00:00;29;111;Sonnig;16;0
11-06-2025 23:00:00;18;35;Sonnig;15;0
12-06-2025 00:00:00;6;14;Sonnig;15;0
12-06-2025 01:00:00;1;5;Sonnig;14;0
12-06-2025 02:00:00;1;2;Sonnig;13;0
12-06-2025 03:00:00;0;3;Sonnig;13;0
12-06-2025 04:00:00;8;12;Sonnig;13;0
12-06-2025 05:00:00;14;24;Sonnig;13;0
12-06-2025 06:00:00;40;79;Sonnig;15;0
12-06-2025 07:00:00;174;197;Sonnig;17;0
12-06-2025 08:00:00;250;287;Sonnig;19;0
12-06-2025 09:00:00;158;187;Sonnig;21;0
12-06-2025 10:00:00;94;121;Sonnig;23;0
12-06-2025 11:00:00;117;217;Sonnig;24;0
12-06-2025 12:00:00;127;177;Sonnig;26;0
12-06-2025 13:00:00;123;209;Sonnig;27;0
12-06-2025 14:00:00;127;233;Sonnig;28;0
12-06-2025 15:00:00;121;260;Bewoelkt;28;0
12-06-2025 16:00:00;191;263;Leicht bewoelkt;28;0
12-06-2025 17:00:00;214;283;Sonnig;28;0
12-06-2025 18:00:00;225;276;Sonnig;27;0
12-06-2025 19:00:00;141;210;Sonnig;25;0
12-06-2025 20:00:00;91;212;Sonnig;24;0
12-06-2025 21:00:00;65;209;Sonnig;22;0
12-06-2025 22:00:00;30;135;Sonnig;22;0
12-06-2025 23:00:00;16;79;Sonnig;21;0
13-06-2025 00:00:00;4;27;Stellenweiser Regenfall;20;0,1
13-06-2025 01:00:00;4;18;Stellenweiser Regenfall;19;0,3
13-06-2025 02:00:00;0;1;Sonnig;18;0
13-06-2025 03:00:00;1;4;Sonnig;17;0
13-06-2025 04:00:00;5;8;Sonnig;17;0
13-06-2025 05:00:00;11;23;Sonnig;18;0
13-06-2025 06:00:00;36;45;Sonnig;19;0
13-06-2025 07:00:00;157;138;Sonnig;21;0
13-06-2025 08:00:00;142;194;Sonnig;23;0
13-06-2025 09:00:00;85;137;Sonnig;25;0
13-06-2025 10:00:00;70;112;Sonnig;26;0
13-06-2025 11:00:00;69;131;Sonnig;28;0
13-06-2025 12:00:00;101;177;Sonnig;29;0
13-06-2025 13:00:00;89;193;Sonnig;30;0
13-06-2025 14:00:00;96;209;Sonnig;31;0
13-06-2025 15:00:00;120;168;Sonnig;32;0
13-06-2025 16:00:00;108;203;Sonnig;32;0
13-06-2025 17:00:00;139;208;Sonnig;31;0
13-06-2025 18:00:00;118;224;Sonnig;30;0
13-06-2025 19:00:00;119;217;Sonnig;29;0
13-06-2025 20:00:00;88;171;Sonnig;27;0
13-06-2025 21:00:00;65;192;Sonnig;26;0
13-06-2025 22:00:00;36;147;Sonnig;25;0
13-06-2025 23:00:00;35;177;Sonnig;24;0
14-06-2025 00:00:00;17;97;Sonnig;23;0
14-06-2025 01:00:00;8;47;Sonnig;23;0
14-06-2025 02:00:00;5;10;Sonnig;22;0
14-06-2025 03:00:00;4;14;Sonnig;22;0
14-06-2025 04:00:00;6;13;Sonnig;21;0
14-06-2025 05:00:00;3;13;Teilweise maeßiger Regenfall;20;0,7
14-06-2025 06:00:00;8;12;Sonnig;21;0
14-06-2025 07:00:00;11;30;Sonnig;23;0
14-06-2025 08:00:00;32;35;Sonnig;25;0
14-06-2025 09:00:00;59;83;Sonnig;27;0
14-06-2025 10:00:00;84;152;Sonnig;29;0
14-06-2025 11:00:00;98;150;Sonnig;30;0
14-06-2025 12:00:00;106;155;Sonnig;32;0
14-06-2025 13:00:00;77;146;Sonnig;33;0
14-06-2025 14:00:00;109;188;Sonnig;33;0
14-06-2025 15:00:00;47;109;Stellenweise Gewitter und Niederschlaege;32;0
14-06-2025 16:00:00;44;97;Stellenweise Gewitter und Niederschlaege;29;0,1
14-06-2025 17:00:00;12;65;Nieselregen mit Gewitter;26;2
14-06-2025 18:00:00;56;99;Leichter Regenschauer;24;2,4
14-06-2025 19:00:00;56;112;Leichter Nebel;23;0,1
14-06-2025 20:00:00;63;144;Stellenweiser leichter Regenfall;22;1,5
14-06-2025 21:00:00;42;123;Leichter Nebel;21;0
14-06-2025 22:00:00;34;119;Leichter Regenschauer;20;0,3
14-06-2025 23:00:00;25;49;Stellenweiser Regenfall;20;0
15-06-2025 00:00:00;12;40;Leichter Regenschauer;19;0,5
15-06-2025 01:00:00;9;15;Leichter Regenschauer;18;0,8
15-06-2025 02:00:00;8;22;Stellenweiser Regenfall;17;0
15-06-2025 03:00:00;0;7;Nieselregen;17;0,4
15-06-2025 04:00:00;0;2;Leichter Regenschauer;17;1,3
15-06-2025 05:00:00;0;5;Leichter Regenschauer;16;0,3
15-06-2025 06:00:00;2;3;Stellenweiser Regenfall;16;0,1
15-06-2025 07:00:00;2;2;Bedeckt;17;0
15-06-2025 08:00:00;5;17;Bedeckt;17;0
15-06-2025 09:00:00;16;43;Nieselregen;17;0,4
15-06-2025 10:00:00;50;79;Leichter Regenschauer;16;0,4
15-06-2025 11:00:00;73;99;Leichter Regenschauer;16;0,3
15-06-2025 12:00:00;106;151;Leichter Regenschauer;16;0,2
15-06-2025 13:00:00;125;217;Stellenweiser Regenfall;16;0
15-06-2025 14:00:00;127;204;Bedeckt;17;0
15-06-2025 15:00:00;144;246;Leicht bewoelkt;19;0
15-06-2025 16:00:00;158;302;Leicht bewoelkt;20;0
15-06-2025 17:00:00;112;278;Stellenweiser Regenfall;20;0
15-06-2025 18:00:00;85;248;Stellenweiser Regenfall;20;0
15-06-2025 19:00:00;53;169;Stellenweiser Regenfall;19;0
15-06-2025 20:00:00;59;114;Sonnig;18;0
15-06-2025 21:00:00;23;67;Sonnig;17;0
15-06-2025 22:00:00;11;46;Sonnig;16;0
15-06-2025 23:00:00;9;19;Sonnig;15;0
16-06-2025 00:00:00;1;6;Sonnig;14;0
16-06-2025 01:00:00;2;4;Sonnig;14;0
16-06-2025 02:00:00;0;1;Sonnig;13;0
16-06-2025 03:00:00;0;0;Sonnig;13;0
16-06-2025 04:00:00;5;11;Leicht bewoelkt;13;0
16-06-2025 05:00:00;9;31;Leicht bewoelkt;13;0
16-06-2025 06:00:00;43;67;Leicht bewoelkt;14;0
16-06-2025 07:00:00;165;209;Leicht bewoelkt;16;0
16-06-2025 08:00:00;234;273;Sonnig;18;0
16-06-2025 09:00:00;101;130;Leicht bewoelkt;19;0
16-06-2025 10:00:00;62;109;Stellenweiser Regenfall;21;0,1
16-06-2025 11:00:00;75;99;Stellenweiser Regenfall;22;0
16-06-2025 12:00:00;75;145;Stellenweiser Regenfall;23;0
16-06-2025 13:00:00;92;177;Bedeckt;23;0
16-06-2025 14:00:00;89;194;Bewoelkt;22;0
16-06-2025 15:00:00;112;194;Leicht bewoelkt;22;0
16-06-2025 16:00:00;130;238;Leicht bewoelkt;22;0
16-06-2025 17:00:00;196;267;Bewoelkt;22;0
16-06-2025 18:00:00;189;271;Bedeckt;22;0
16-06-2025 19:00:00;110;219;Sonnig;21;0
16-06-2025 20:00:00;78;157;Leicht bewoelkt;20;0
16-06-2025 21:00:00;44;156;Leicht bewoelkt;19;0
16-06-2025 22:00:00;23;87;Sonnig;18;0
16-06-2025 23:00:00;12;24;Sonnig;17;0
17-06-2025 00:00:00;7;12;Sonnig;16;0
17-06-2025 01:00:00;1;4;Sonnig;16;0
17-06-2025 02:00:00;0;2;Sonnig;15;0
17-06-2025 03:00:00;1;0;Sonnig;15;0
17-06-2025 04:00:00;3;8;Sonnig;15;0
17-06-2025 05:00:00;12;18;Sonnig;16;0
17-06-2025 06:00:00;45;76;Sonnig;17;0
17-06-2025 07:00:00;184;224;Sonnig;18;0
17-06-2025 08:00:00;262;330;Bedeckt;19;0
17-06-2025 09:00:00;124;183;Sonnig;21;0
17-06-2025 10:00:00;91;115;Bedeckt;22;0
17-06-2025 11:00:00;68;137;Sonnig;23;0
17-06-2025 12:00:00;104;216;Sonnig;25;0
17-06-2025 13:00:00;90;194;Sonnig;25;0
17-06-2025 14:00:00;126;210;Sonnig;26;0
17-06-2025 15:00:00;160;267;Sonnig;26;0
17-06-2025 16:00:00;171;247;Sonnig;26;0
17-06-2025 17:00:00;250;295;Sonnig;26;0
17-06-2025 18:00:00;241;285;Sonnig;26;0
17-06-2025 19:00:00;136;226;Sonnig;24;0
17-06-2025 20:00:00;97;223;Sonnig;23;0
17-06-2025 21:00:00;78;177;Sonnig;21;0
17-06-2025 22:00:00;28;118;Sonnig;20;0
17-06-2025 23:00:00;19;46;Sonnig;19;0
18-06-2025 00:00:00;2;13;Sonnig;18;0
18-06-2025 01:00:00;2;12;Sonnig;18;0
18-06-2025 02:00:00;3;6;Sonnig;17;0
18-06-2025 03:00:00;0;1;Sonnig;17;0
18-06-2025 04:00:00;1;5;Sonnig;17;0
18-06-2025 05:00:00;15;27;Sonnig;17;0
18-06-2025 06:00:00;49;65;Sonnig;18;0
18-06-2025 07:00:00;170;189;Sonnig;19;0
18-06-2025 08:00:00;234;266;Sonnig;21;0
18-06-2025 09:00:00;96;162;Sonnig;22;0
18-06-2025 10:00:00;99;86;Sonnig;24;0
18-06-2025 11:00:00;81;129;Sonnig;25;0
18-06-2025 12:00:00;96;162;Sonnig;26;0
18-06-2025 13:00:00;103;169;Sonnig;26;0
18-06-2025 14:00:00;99;237;Sonnig;27;0
18-06-2025 15:00:00;135;216;Leicht bewoelkt;27;0
18-06-2025 16:00:00;178;246;Leicht bewoelkt;27;0
18-06-2025 17:00:00;232;274;Leicht bewoelkt;27;0
18-06-2025 18:00:00;217;279;Leicht bewoelkt;25;0
18-06-2025 19:00:00;159;228;Leicht bewoelkt;24;0
18-06-2025 20:00:00;111;175;Leicht bewoelkt;22;0
18-06-2025 21:00:00;70;166;Leicht bewoelkt;21;0
18-06-2025 22:00:00;55;181;Leicht bewoelkt;19;0
18-06-2025 23:00:00;29;210;Leicht bewoelkt;18;0
19-06-2025 00:00:00;17;110;Sonnig;17;0
19-06-2025 01:00:00;9;48;Sonnig;16;0
19-06-2025 02:00:00;2;21;Sonnig;16;0
19-06-2025 03:00:00;0;6;Sonnig;15;0
19-06-2025 04:00:00;3;7;Sonnig;14;0
19-06-2025 05:00:00;3;16;Sonnig;15;0
19-06-2025 06:00:00;8;19;Sonnig;16;0
19-06-2025 07:00:00;9;29;Sonnig;17;0
19-06-2025 08:00:00;22;42;Sonnig;18;0
19-06-2025 09:00:00;63;62;Sonnig;20;0
19-06-2025 10:00:00;91;75;Sonnig;21;0
19-06-2025 11:00:00;135;105;Sonnig;22;0
19-06-2025 12:00:00;181;204;Sonnig;23;0
19-06-2025 13:00:00;177;244;Sonnig;24;0
19-06-2025 14:00:00;190;306;Sonnig;25;0
19-06-2025 15:00:00;180;249;Sonnig;25;0
19-06-2025 16:00:00;134;215;Sonnig;25;0
19-06-2025 17:00:00;96;134;Sonnig;25;0
19-06-2025 18:00:00;6;88;Sonnig;24;0
19-06-2025 19:00:00;6;61;Sonnig;23;0
19-06-2025 20:00:00;7;67;Sonnig;21;0
19-06-2025 21:00:00;1;52;Sonnig;20;0
19-06-2025 22:00:00;3;32;Sonnig;18;0
19-06-2025 23:00:00;0;20;Sonnig;17;0
20-06-2025 00:00:00;0;11;Sonnig;17;0
20-06-2025 01:00:00;0;3;Sonnig;16;0
20-06-2025 02:00:00;0;3;Sonnig;15;0
20-06-2025 03:00:00;0;0;Sonnig;15;0
20-06-2025 04:00:00;0;1;Sonnig;15;0
20-06-2025 05:00:00;0;2;Sonnig;15;0
20-06-2025 06:00:00;0;4;Sonnig;16;0
20-06-2025 07:00:00;0;37;Sonnig;18;0
20-06-2025 08:00:00;0;58;Sonnig;19;0
20-06-2025 09:00:00;1;58;Sonnig;21;0
20-06-2025 10:00:00;50;36;Sonnig;23;0
20-06-2025 11:00:00;48;17;Sonnig;24;0
20-06-2025 12:00:00;49;6;Sonnig;25;0
20-06-2025 13:00:00;54;8;Sonnig;26;0
20-06-2025 14:00:00;21;10;Sonnig;26;0
20-06-2025 15:00:00;41;9;Bedeckt;26;0
20-06-2025 16:00:00;31;15;Bedeckt;26;0
20-06-2025 17:00:00;43;22;Bedeckt;25;0
20-06-2025 18:00:00;23;18;Bedeckt;24;0
20-06-2025 19:00:00;24;17;Sonnig;22;0
20-06-2025 20:00:00;21;7;Sonnig;21;0
20-06-2025 21:00:00;5;13;Sonnig;20;0
20-06-2025 22:00:00;12;24;Leicht bewoelkt;19;0
20-06-2025 23:00:00;19;6;Sonnig;19;0
21-06-2025 00:00:00;8;9;Sonnig;18;0
21-06-2025 01:00:00;3;2;Sonnig;17;0
21-06-2025 02:00:00;2;1;Sonnig;17;0
21-06-2025 03:00:00;1;1;Sonnig;17;0
21-06-2025 04:00:00;0;0;Sonnig;16;0
21-06-2025 05:00:00;5;1;Sonnig;17;0
21-06-2025 06:00:00;3;2;Sonnig;18;0
21-06-2025 07:00:00;5;2;Sonnig;20;0
21-06-2025 08:00:00;3;0;Sonnig;22;0
21-06-2025 09:00:00;9;3;Sonnig;24;0
21-06-2025 10:00:00;21;5;Sonnig;26;0
21-06-2025 11:00:00;18;6;Sonnig;27;0
21-06-2025 12:00:00;16;9;Sonnig;28;0
21-06-2025 13:00:00;16;5;Sonnig;30;0
21-06-2025 14:00:00;6;16;Sonnig;30;0
21-06-2025 15:00:00;2;5;Sonnig;31;0
21-06-2025 16:00:00;1;5;Sonnig;31;0
21-06-2025 17:00:00;3;1;Sonnig;30;0
21-06-2025 18:00:00;0;4;Sonnig;30;0
21-06-2025 19:00:00;7;6;Sonnig;28;0
21-06-2025 20:00:00;4;8;Sonnig;26;0
21-06-2025 21:00:00;12;18;Sonnig;25;0
21-06-2025 22:00:00;22;17;Sonnig;24;0
21-06-2025 23:00:00;17;16;Sonnig;23;0
22-06-2025 00:00:00;7;9;Sonnig;22;0
22-06-2025 01:00:00;8;6;Sonnig;21;0
22-06-2025 02:00:00;5;4;Sonnig;20;0
22-06-2025 03:00:00;1;3;Sonnig;20;0
22-06-2025 04:00:00;0;2;Sonnig;19;0
22-06-2025 05:00:00;3;0;Sonnig;20;0
22-06-2025 06:00:00;2;1;Sonnig;21;0
22-06-2025 07:00:00;8;2;Sonnig;23;0
22-06-2025 08:00:00;9;3;Sonnig;25;0
22-06-2025 09:00:00;25;7;Sonnig;27;0
22-06-2025 10:00:00;14;2;Leicht bewoelkt;29;0
22-06-2025 11:00:00;20;9;Leicht bewoelkt;31;0
22-06-2025 12:00:00;9;16;Sonnig;32;0
22-06-2025 13:00:00;13;12;Sonnig;33;0
22-06-2025 14:00:00;4;6;Sonnig;33;0
22-06-2025 15:00:00;9;4;Sonnig;33;0
22-06-2025 16:00:00;6;10;Nieselregen mit Gewitter;29;0,2
22-06-2025 17:00:00;46;51;Stellenweiser Regenfall;29;0
22-06-2025 18:00:00;57;118;Stellenweiser Regenfall;27;0,7
22-06-2025 19:00:00;63;101;Stellenweiser Regenfall;26;0,1
22-06-2025 20:00:00;40;104;Sonnig;25;0
22-06-2025 21:00:00;26;65;Sonnig;23;0
22-06-2025 22:00:00;15;59;Sonnig;22;0
22-06-2025 23:00:00;5;29;Sonnig;20;0
23-06-2025 00:00:00;2;10;Sonnig;19;0
23-06-2025 01:00:00;0;3;Sonnig;18;0
23-06-2025 02:00:00;1;1;Sonnig;18;0
23-06-2025 03:00:00;0;2;Leicht bewoelkt;17;0
23-06-2025 04:00:00;4;8;Leicht bewoelkt;17;0
23-06-2025 05:00:00;6;23;Sonnig;18;0
23-06-2025 06:00:00;49;73;Sonnig;18;0
23-06-2025 07:00:00;132;194;Sonnig;18;0
23-06-2025 08:00:00;189;243;Sonnig;19;0
23-06-2025 09:00:00;88;126;Leicht bewoelkt;19;0
23-06-2025 10:00:00;51;86;Stellenweiser Regenfall;18;0
23-06-2025 11:00:00;40;101;Stellenweiser Regenfall;19;0
23-06-2025 12:00:00;40;91;Stellenweiser Regenfall;19;0,1
23-06-2025 13:00:00;52;103;Nieselregen;19;0,7
23-06-2025 14:00:00;70;153;Leichter Regenschauer;19;0,8
23-06-2025 15:00:00;89;144;Stellenweiser Regenfall;21;0,1
23-06-2025 16:00:00;112;193;Leicht bewoelkt;22;0
23-06-2025 17:00:00;159;241;Leicht bewoelkt;21;0
23-06-2025 18:00:00;128;197;Sonnig;21;0
23-06-2025 19:00:00;82;150;Sonnig;20;0
23-06-2025 20:00:00;47;116;Sonnig;18;0
23-06-2025 21:00:00;40;93;Sonnig;17;0
23-06-2025 22:00:00;16;48;Sonnig;16;0
23-06-2025 23:00:00;6;17;Sonnig;15;0
24-06-2025 00:00:00;2;10;Sonnig;14;0
24-06-2025 01:00:00;2;4;Sonnig;14;0
24-06-2025 02:00:00;1;7;Sonnig;14;0
24-06-2025 03:00:00;0;1;Sonnig;13;0
24-06-2025 04:00:00;10;9;Sonnig;13;0
24-06-2025 05:00:00;9;39;Sonnig;13;0
24-06-2025 06:00:00;45;70;Leicht bewoelkt;14;0
24-06-2025 07:00:00;158;212;Sonnig;15;0
24-06-2025 08:00:00;258;320;Leicht bewoelkt;17;0
24-06-2025 09:00:00;110;179;Leicht bewoelkt;18;0
24-06-2025 10:00:00;76;103;Leicht bewoelkt;19;0
24-06-2025 11:00:00;76;123;Leicht bewoelkt;21;0
24-06-2025 12:00:00;76;154;Leicht bewoelkt;21;0
24-06-2025 13:00:00;87;165;Bedeckt;22;0
24-06-2025 14:00:00;81;144;Bewoelkt;23;0
24-06-2025 15:00:00;47;129;Leicht bewoelkt;24;0
24-06-2025 16:00:00;131;200;Leicht bewoelkt;25;0
24-06-2025 17:00:00;162;220;Bewoelkt;25;0
24-06-2025 18:00:00;197;257;Bedeckt;24;0
24-06-2025 19:00:00;107;142;Bedeckt;23;0
24-06-2025 20:00:00;69;153;Stellenweiser Regenfall;22;0
24-06-2025 21:00:00;46;120;Bewoelkt;21;0
24-06-2025 22:00:00;27;94;Bewoelkt;20;0
24-06-2025 23:00:00;6;37;Leicht bewoelkt;20;0
25-06-2025 00:00:00;3;9;Bewoelkt;19;0
25-06-2025 01:00:00;0;7;Sonnig;18;0
25-06-2025 02:00:00;0;0;Sonnig;18;0
25-06-2025 03:00:00;1;4;Sonnig;17;0
25-06-2025 04:00:00;3;8;Sonnig;17;0
25-06-2025 05:00:00;10;24;Leicht bewoelkt;17;0
25-06-2025 06:00:00;37;53;Leicht bewoelkt;18;0
25-06-2025 07:00:00;183;207;Leicht bewoelkt;19;0
25-06-2025 08:00:00;260;278;Leicht bewoelkt;21;0
25-06-2025 09:00:00;110;162;Leicht bewoelkt;22;0
25-06-2025 10:00:00;66;109;Leicht bewoelkt;24;0
25-06-2025 11:00:00;81;130;Sonnig;25;0
25-06-2025 12:00:00;118;180;Sonnig;27;0
25-06-2025 13:00:00;91;178;Sonnig;28;0
25-06-2025 14:00:00;116;227;Sonnig;29;0
25-06-2025 15:00:00;117;268;Sonnig;29;0
25-06-2025 16:00:00;171;251;Leicht bewoelkt;29;0
25-06-2025 17:00:00;240;319;Leicht bewoelkt;29;0
25-06-2025 18:00:00;228;289;Leicht bewoelkt;29;0
25-06-2025 19:00:00;154;211;Sonnig;27;0
25-06-2025 20:00:00;76;183;Sonnig;25;0
25-06-2025 21:00:00;85;180;Sonnig;24;0
25-06-2025 22:00:00;55;151;Sonnig;23;0
25-06-2025 23:00:00;16;68;Sonnig;22;0
26-06-2025 00:00:00;4;33;Sonnig;22;0
26-06-2025 01:00:00;2;5;Stellenweiser Regenfall;21;0
26-06-2025 02:00:00;1;6;Stellenweiser Regenfall;21;0
26-06-2025 03:00:00;2;7;Stellenweiser Regenfall;21;0
26-06-2025 04:00:00;4;15;Stellenweiser Regenfall;20;0
26-06-2025 05:00:00;0;9;Stellenweiser Regenfall;20;0,1
26-06-2025 06:00:00;20;52;Leichter Regenschauer;20;1,6
26-06-2025 07:00:00;95;122;Stellenweiser Regenfall;21;0
26-06-2025 08:00:00;127;172;Leicht bewoelkt;22;0
26-06-2025 09:00:00;53;100;Bewoelkt;23;0
26-06-2025 10:00:00;33;68;Stellenweiser Regenfall;23;0,1
26-06-2025 11:00:00;45;68;Stellenweiser Regenfall;22;0,1
26-06-2025 12:00:00;37;63;Stellenweiser Regenfall;21;0
26-06-2025 13:00:00;37;83;Nieselregen;22;0,5
26-06-2025 14:00:00;55;106;Leichter Regenschauer;21;1,7
26-06-2025 15:00:00;62;116;Leichter Regenschauer;20;0,6
26-06-2025 16:00:00;78;137;Leichter Regenschauer;22;0,2
