Zeit;KOE Steinstraße IN;KOE Steinstraße OUT;Symbol Wetter;Temperatur ( °C);Regen (mm)
05-04-2025 09:00:00;52;28;Sonnig;13;0
05-04-2025 10:00:00;61;59;Sonnig;15;0
05-04-2025 11:00:00;49;123;Sonnig;16;0
05-04-2025 12:00:00;35;129;Sonnig;17;0
05-04-2025 13:00:00;49;64;Sonnig;18;0
05-04-2025 14:00:00;55;93;Sonnig;18;0
05-04-2025 15:00:00;80;76;Leicht bewoelkt;17;0
05-04-2025 16:00:00;59;80;Bewoelkt;17;0
05-04-2025 17:00:00;82;81;Bedeckt;16;0
05-04-2025 18:00:00;65;56;Bedeckt;14;0
05-04-2025 19:00:00;56;53;Leicht bewoelkt;13;0
05-04-2025 20:00:00;27;34;Sonnig;12;0
05-04-2025 21:00:00;13;17;Sonnig;11;0
05-04-2025 22:00:00;23;15;Sonnig;11;0
05-04-2025 23:00:00;21;10;Sonnig;10;0
06-04-2025 00:00:00;10;10;Sonnig;9;0
06-04-2025 01:00:00;7;0;Sonnig;8;0
06-04-2025 02:00:00;0;1;Sonnig;7;0
06-04-2025 03:00:00;0;0;Sonnig;6;0
06-04-2025 04:00:00;2;1;Sonnig;6;0
06-04-2025 05:00:00;5;0;Sonnig;5;0
06-04-2025 06:00:00;2;0;Sonnig;5;0
06-04-2025 07:00:00;4;1;Sonnig;5;0
06-04-2025 08:00:00;3;10;Sonnig;6;0
06-04-2025 09:00:00;24;11;Sonnig;7;0
06-04-2025 10:00:00;27;42;Sonnig;9;0
06-04-2025 11:00:00;31;34;Sonnig;10;0
06-04-2025 12:00:00;39;40;Sonnig;11;0
06-04-2025 13:00:00;49;51;Sonnig;12;0
06-04-2025 14:00:00;33;50;Sonnig;13;0
06-04-2025 15:00:00;55;48;Sonnig;13;0
06-04-2025 16:00:00;69;55;Sonnig;13;0
06-04-2025 17:00:00;60;50;Sonnig;12;0
06-04-2025 18:00:00;48;32;Sonnig;11;0
06-04-2025 19:00:00;31;29;Sonnig;10;0
06-04-2025 20:00:00;23;16;Sonnig;9;0
06-04-2025 21:00:00;24;10;Sonnig;8;0
06-04-2025 22:00:00;10;7;Sonnig;7;0
06-04-2025 23:00:00;4;4;Sonnig;7;0
07-04-2025 00:00:00;1;0;Sonnig;7;0
07-04-2025 01:00:00;0;1;Sonnig;6;0
07-04-2025 02:00:00;1;0;Sonnig;6;0
07-04-2025 03:00:00;0;1;Sonnig;5;0
07-04-2025 04:00:00;0;0;Sonnig;5;0
07-04-2025 05:00:00;2;4;Sonnig;5;0
07-04-2025 06:00:00;16;14;Sonnig;4;0
07-04-2025 07:00:00;55;37;Sonnig;5;0
07-04-2025 08:00:00;145;72;Sonnig;6;0
07-04-2025 09:00:00;108;61;Sonnig;8;0
07-04-2025 10:00:00;50;56;Sonnig;9;0
07-04-2025 11:00:00;49;55;Sonnig;11;0
07-04-2025 12:00:00;67;47;Sonnig;12;0
07-04-2025 13:00:00;51;91;Sonnig;13;0
07-04-2025 14:00:00;59;93;Sonnig;14;0
07-04-2025 15:00:00;56;83;Sonnig;15;0
07-04-2025 16:00:00;82;109;Leicht bewoelkt;15;0
07-04-2025 17:00:00;112;124;Bedeckt;14;0
07-04-2025 18:00:00;75;114;Sonnig;13;0
07-04-2025 19:00:00;46;78;Sonnig;12;0
07-04-2025 20:00:00;36;37;Sonnig;11;0
07-04-2025 21:00:00;24;29;Sonnig;10;0
07-04-2025 22:00:00;24;11;Sonnig;9;0
07-04-2025 23:00:00;3;7;Sonnig;9;0
08-04-2025 00:00:00;1;1;Bedeckt;8;0
08-04-2025 01:00:00;0;2;Sonnig;8;0
08-04-2025 02:00:00;0;2;Sonnig;7;0
08-04-2025 03:00:00;0;0;Sonnig;7;0
08-04-2025 04:00:00;1;1;Sonnig;6;0
08-04-2025 05:00:00;4;2;Sonnig;6;0
08-04-2025 06:00:00;24;14;Sonnig;6;0
08-04-2025 07:00:00;69;50;Sonnig;7;0
08-04-2025 08:00:00;155;67;Sonnig;9;0
08-04-2025 09:00:00;98;64;Sonnig;10;0
08-04-2025 10:00:00;62;55;Sonnig;12;0
08-04-2025 11:00:00;70;60;Sonnig;13;0
08-04-2025 12:00:00;50;75;Sonnig;15;0
08-04-2025 13:00:00;64;99;Sonnig;15;0
08-04-2025 14:00:00;76;86;Sonnig;16;0
08-04-2025 15:00:00;61;89;Sonnig;16;0
08-04-2025 16:00:00;92;121;Sonnig;16;0
08-04-2025 17:00:00;106;126;Sonnig;16;0
08-04-2025 18:00:00;95;121;Sonnig;14;0
08-04-2025 19:00:00;71;88;Sonnig;13;0
08-04-2025 20:00:00;47;48;Sonnig;12;0
08-04-2025 21:00:00;23;31;Sonnig;11;0
08-04-2025 22:00:00;31;14;Sonnig;10;0
08-04-2025 23:00:00;14;12;Sonnig;10;0
09-04-2025 00:00:00;4;1;Sonnig;10;0
09-04-2025 01:00:00;2;2;Sonnig;9;0
09-04-2025 02:00:00;1;1;Sonnig;9;0
09-04-2025 03:00:00;0;1;Sonnig;8;0
09-04-2025 04:00:00;1;1;Leicht bewoelkt;8;0
09-04-2025 05:00:00;6;3;Bedeckt;8;0
09-04-2025 06:00:00;17;19;Sonnig;8;0
09-04-2025 07:00:00;79;49;Sonnig;8;0
09-04-2025 08:00:00;157;71;Leicht bewoelkt;9;0
09-04-2025 09:00:00;104;53;Bewoelkt;10;0
09-04-2025 10:00:00;60;49;Leicht bewoelkt;11;0
09-04-2025 11:00:00;78;69;Sonnig;13;0
09-04-2025 12:00:00;71;134;Sonnig;15;0
09-04-2025 13:00:00;73;96;Sonnig;16;0
09-04-2025 14:00:00;72;105;Sonnig;16;0
09-04-2025 15:00:00;86;78;Sonnig;17;0
09-04-2025 16:00:00;87;90;Sonnig;17;0
09-04-2025 17:00:00;94;111;Sonnig;16;0
09-04-2025 18:00:00;81;148;Sonnig;15;0
09-04-2025 19:00:00;66;81;Sonnig;14;0
09-04-2025 20:00:00;44;50;Sonnig;13;0
09-04-2025 21:00:00;30;43;Sonnig;11;0
09-04-2025 22:00:00;23;20;Sonnig;10;0
09-04-2025 23:00:00;12;10;Sonnig;9;0
10-04-2025 00:00:00;9;1;Sonnig;8;0
10-04-2025 01:00:00;1;3;Sonnig;7;0
10-04-2025 02:00:00;1;0;Bedeckt;7;0
10-04-2025 03:00:00;0;1;Bedeckt;7;0
10-04-2025 04:00:00;3;2;Bedeckt;7;0
10-04-2025 05:00:00;2;6;Leicht bewoelkt;7;0
10-04-2025 06:00:00;18;12;Bewoelkt;7;0
10-04-2025 07:00:00;60;43;Bedeckt;7;0
10-04-2025 08:00:00;128;69;Bedeckt;8;0
10-04-2025 09:00:00;86;66;Bedeckt;8;0
10-04-2025 10:00:00;39;57;Bedeckt;9;0
10-04-2025 11:00:00;54;55;Bedeckt;9;0
10-04-2025 12:00:00;68;75;Stellenweiser Regenfall;9;0
10-04-2025 13:00:00;64;78;Bedeckt;10;0
10-04-2025 14:00:00;67;78;Sonnig;12;0
10-04-2025 15:00:00;61;85;Sonnig;13;0
10-04-2025 16:00:00;82;93;Sonnig;14;0
10-04-2025 17:00:00;68;87;Sonnig;14;0
10-04-2025 18:00:00;99;129;Sonnig;14;0
10-04-2025 19:00:00;73;80;Sonnig;13;0
10-04-2025 20:00:00;35;40;Sonnig;12;0
10-04-2025 21:00:00;43;54;Sonnig;11;0
10-04-2025 22:00:00;27;23;Sonnig;10;0
10-04-2025 23:00:00;5;6;Sonnig;9;0
11-04-2025 00:00:00;4;2;Sonnig;9;0
11-04-2025 01:00:00;2;1;Sonnig;8;0
11-04-2025 02:00:00;2;2;Sonnig;8;0
11-04-2025 03:00:00;3;1;Sonnig;7;0
11-04-2025 04:00:00;4;1;Sonnig;7;0
11-04-2025 05:00:00;1;5;Sonnig;7;0
11-04-2025 06:00:00;13;8;Sonnig;7;0
11-04-2025 07:00:00;55;31;Sonnig;8;0
11-04-2025 08:00:00;94;63;Sonnig;9;0
11-04-2025 09:00:00;78;53;Sonnig;11;0
11-04-2025 10:00:00;61;49;Sonnig;13;0
11-04-2025 11:00:00;68;67;Sonnig;15;0
11-04-2025 12:00:00;63;72;Sonnig;16;0
11-04-2025 13:00:00;80;92;Sonnig;17;0
11-04-2025 14:00:00;58;83;Sonnig;18;0
11-04-2025 15:00:00;73;88;Bewoelkt;18;0
11-04-2025 16:00:00;63;85;Sonnig;18;0
11-04-2025 17:00:00;85;87;Leicht bewoelkt;18;0
11-04-2025 18:00:00;75;100;Sonnig;17;0
11-04-2025 19:00:00;44;75;Sonnig;16;0
11-04-2025 20:00:00;44;33;Sonnig;15;0
11-04-2025 21:00:00;22;16;Sonnig;14;0
11-04-2025 22:00:00;19;22;Sonnig;13;0
11-04-2025 23:00:00;13;16;Sonnig;12;0
12-04-2025 00:00:00;12;8;Sonnig;12;0
12-04-2025 01:00:00;0;3;Sonnig;12;0
12-04-2025 02:00:00;5;3;Sonnig;11;0
12-04-2025 03:00:00;6;2;Sonnig;11;0
12-04-2025 04:00:00;3;0;Sonnig;11;0
12-04-2025 05:00:00;5;2;Sonnig;10;0
12-04-2025 06:00:00;3;1;Sonnig;11;0
12-04-2025 07:00:00;5;2;Sonnig;12;0
12-04-2025 08:00:00;15;18;Sonnig;13;0
12-04-2025 09:00:00;26;26;Sonnig;15;0
12-04-2025 10:00:00;63;64;Sonnig;17;0
12-04-2025 11:00:00;57;87;Sonnig;19;0
12-04-2025 12:00:00;64;79;Sonnig;20;0
12-04-2025 13:00:00;55;95;Sonnig;21;0
12-04-2025 14:00:00;55;85;Sonnig;22;0
12-04-2025 15:00:00;48;70;Sonnig;23;0
12-04-2025 16:00:00;53;66;Sonnig;23;0
12-04-2025 17:00:00;49;53;Sonnig;22;0
12-04-2025 18:00:00;46;68;Sonnig;21;0
12-04-2025 19:00:00;32;52;Sonnig;20;0
12-04-2025 20:00:00;41;26;Sonnig;19;0
12-04-2025 21:00:00;29;22;Sonnig;18;0
12-04-2025 22:00:00;30;11;Leicht bewoelkt;17;0
12-04-2025 23:00:00;19;13;Leicht bewoelkt;16;0
13-04-2025 00:00:00;11;3;Leicht bewoelkt;15;0
13-04-2025 01:00:00;2;1;Bedeckt;15;0
13-04-2025 02:00:00;4;9;Bedeckt;15;0
13-04-2025 03:00:00;0;1;Leichter Regenfall;14;1,7
13-04-2025 04:00:00;2;2;Stellenweiser Regenfall;14;0
13-04-2025 05:00:00;1;0;Bedeckt;14;0
13-04-2025 06:00:00;1;1;Stellenweiser Regenfall;14;0
13-04-2025 07:00:00;5;2;Stellenweiser Regenfall;15;0
13-04-2025 08:00:00;3;5;Stellenweiser Regenfall;15;0
13-04-2025 09:00:00;13;11;Stellenweiser Regenfall;15;0,1
13-04-2025 10:00:00;20;14;Stellenweiser Regenfall;16;0
13-04-2025 11:00:00;8;15;Stellenweiser Regenfall;16;0
13-04-2025 12:00:00;20;20;Stellenweiser Regenfall;16;0,1
13-04-2025 13:00:00;21;32;Stellenweiser Regenfall;17;0
13-04-2025 14:00:00;27;34;Stellenweiser Regenfall;17;0,1
13-04-2025 15:00:00;26;27;Stellenweiser Regenfall;17;0
13-04-2025 16:00:00;29;23;Stellenweiser Regenfall;17;0
13-04-2025 17:00:00;28;39;Stellenweiser Regenfall;17;0
13-04-2025 18:00:00;32;15;Bewoelkt;17;0
13-04-2025 19:00:00;12;27;Stellenweiser Regenfall;16;0
13-04-2025 20:00:00;16;15;Stellenweiser Regenfall;15;0
13-04-2025 21:00:00;18;7;Stellenweiser Regenfall;14;0
13-04-2025 22:00:00;11;1;Stellenweiser Regenfall;14;0,1
13-04-2025 23:00:00;3;2;Stellenweiser Regenfall;12;0
14-04-2025 00:00:00;0;0;Sonnig;10;0
14-04-2025 01:00:00;4;2;Sonnig;10;0
14-04-2025 02:00:00;0;3;Sonnig;10;0
14-04-2025 03:00:00;0;1;Sonnig;9;0
14-04-2025 04:00:00;2;0;Leicht bewoelkt;9;0
14-04-2025 05:00:00;1;5;Bewoelkt;9;0
14-04-2025 06:00:00;15;17;Bewoelkt;9;0
14-04-2025 07:00:00;44;36;Bedeckt;10;0
14-04-2025 08:00:00;110;69;Bewoelkt;12;0
14-04-2025 09:00:00;94;63;Leicht bewoelkt;13;0
14-04-2025 10:00:00;48;59;Leicht bewoelkt;15;0
14-04-2025 11:00:00;55;71;Stellenweiser Regenfall;16;0
14-04-2025 12:00:00;66;75;Leicht bewoelkt;18;0
14-04-2025 13:00:00;67;97;Leicht bewoelkt;19;0
14-04-2025 14:00:00;71;104;Leicht bewoelkt;20;0
14-04-2025 15:00:00;65;79;Sonnig;21;0
14-04-2025 16:00:00;89;87;Sonnig;21;0
14-04-2025 17:00:00;96;89;Sonnig;20;0
14-04-2025 18:00:00;98;105;Leicht bewoelkt;20;0
14-04-2025 19:00:00;41;97;Sonnig;18;0
14-04-2025 20:00:00;44;41;Sonnig;17;0
14-04-2025 21:00:00;26;22;Sonnig;17;0
14-04-2025 22:00:00;21;11;Leicht bewoelkt;16;0
14-04-2025 23:00:00;4;3;Leicht bewoelkt;15;0
15-04-2025 00:00:00;0;1;Sonnig;14;0
15-04-2025 01:00:00;3;2;Sonnig;14;0
15-04-2025 02:00:00;0;3;Sonnig;14;0
15-04-2025 03:00:00;2;1;Sonnig;13;0
15-04-2025 04:00:00;3;2;Sonnig;13;0
15-04-2025 05:00:00;1;2;Leicht bewoelkt;13;0
15-04-2025 06:00:00;24;9;Leicht bewoelkt;13;0
15-04-2025 07:00:00;45;33;Leicht bewoelkt;14;0
15-04-2025 08:00:00;100;76;Leicht bewoelkt;16;0
15-04-2025 09:00:00;88;60;Sonnig;18;0
15-04-2025 10:00:00;52;67;Leicht bewoelkt;19;0
15-04-2025 11:00:00;75;67;Leicht bewoelkt;20;0
15-04-2025 12:00:00;69;67;Stellenweiser Regenfall;20;0,1
15-04-2025 13:00:00;75;60;Leichter Regenschauer;21;0,4
15-04-2025 14:00:00;54;64;Stellenweise Gewitter und Niederschlaege;21;0
15-04-2025 15:00:00;42;32;Nieselregen;20;0,5
15-04-2025 16:00:00;34;75;Leichter Regenschauer;19;0,7
15-04-2025 17:00:00;49;61;Stellenweiser Regenfall;18;0,3
15-04-2025 18:00:00;41;63;Leichter Regenschauer;16;0,3
15-04-2025 19:00:00;35;60;Leicht bewoelkt;15;0
15-04-2025 20:00:00;35;34;Sonnig;15;0
15-04-2025 21:00:00;14;15;Sonnig;14;0
15-04-2025 22:00:00;26;8;Leicht bewoelkt;14;0
15-04-2025 23:00:00;11;8;Bedeckt;13;0
16-04-2025 00:00:00;1;2;Leicht bewoelkt;13;0
16-04-2025 01:00:00;4;1;Bewoelkt;13;0
16-04-2025 02:00:00;1;0;Bedeckt;13;0
16-04-2025 03:00:00;2;1;Stellenweiser Regenfall;13;0
16-04-2025 04:00:00;2;1;Nieselregen;12;0,5
16-04-2025 05:00:00;2;5;Leicht bewoelkt;12;0
16-04-2025 06:00:00;18;6;Stellenweiser Regenfall;11;0,1
16-04-2025 07:00:00;35;28;Stellenweiser Regenfall;11;0,1
16-04-2025 08:00:00;50;33;Bewoelkt;11;0
16-04-2025 09:00:00;51;39;Stellenweiser Nieselregen;10;0,3
16-04-2025 10:00:00;38;43;Stellenweiser Regenfall;11;0,1
16-04-2025 11:00:00;39;37;Stellenweiser Regenfall;11;0
16-04-2025 12:00:00;41;55;Stellenweiser Nieselregen;11;0,4
16-04-2025 13:00:00;40;46;Stellenweiser Regenfall;12;0
16-04-2025 14:00:00;41;46;Stellenweiser Regenfall;13;0
16-04-2025 15:00:00;48;48;Leicht bewoelkt;13;0
16-04-2025 16:00:00;49;57;Stellenweiser Regenfall;13;0,1
16-04-2025 17:00:00;63;69;Stellenweiser Regenfall;13;0,1
16-04-2025 18:00:00;51;51;Stellenweiser Regenfall;12;0,1
16-04-2025 19:00:00;34;46;Stellenweiser Regenfall;12;0,1
16-04-2025 20:00:00;24;40;Stellenweiser Regenfall;11;0
16-04-2025 21:00:00;18;22;Bedeckt;11;0
16-04-2025 22:00:00;8;14;Stellenweiser Regenfall;11;0
16-04-2025 23:00:00;11;3;Stellenweiser Regenfall;10;0,1
17-04-2025 00:00:00;3;2;Stellenweiser Regenfall;10;0,1
17-04-2025 01:00:00;5;3;Nieselregen;9;0,2
17-04-2025 02:00:00;4;2;Nieselregen;9;0,3
17-04-2025 03:00:00;1;1;Nieselregen;9;0,3
17-04-2025 04:00:00;1;0;Nieselregen;9;0,3
17-04-2025 05:00:00;2;2;Leichter Regenfall;9;0,8
17-04-2025 06:00:00;11;6;Nieselregen;9;0,5
17-04-2025 07:00:00;33;14;Stellenweiser Regenfall;9;0
17-04-2025 08:00:00;62;45;Stellenweiser Regenfall;9;0
17-04-2025 09:00:00;60;39;Stellenweiser Regenfall;9;0,1
17-04-2025 10:00:00;47;26;Stellenweiser Regenfall;9;0,1
17-04-2025 11:00:00;51;54;Stellenweiser Regenfall;9;0,1
17-04-2025 12:00:00;44;51;Stellenweiser Regenfall;9;0
17-04-2025 13:00:00;38;53;Stellenweiser Regenfall;10;0
17-04-2025 14:00:00;45;45;Stellenweiser Regenfall;10;0
17-04-2025 15:00:00;32;51;Stellenweiser Regenfall;9;0,1
17-04-2025 16:00:00;49;56;Stellenweiser Regenfall;9;0,1
17-04-2025 17:00:00;58;68;Stellenweiser Regenfall;9;0
17-04-2025 18:00:00;38;49;Stellenweiser Regenfall;9;0,1
17-04-2025 19:00:00;42;39;Stellenweiser Regenfall;9;0
17-04-2025 20:00:00;17;20;Bedeckt;9;0
17-04-2025 21:00:00;10;13;Stellenweiser Regenfall;9;0
17-04-2025 22:00:00;9;11;Stellenweiser Regenfall;9;0
17-04-2025 23:00:00;6;5;Stellenweiser Regenfall;9;0
18-04-2025 00:00:00;4;1;Bedeckt;9;0
18-04-2025 01:00:00;6;5;Bedeckt;9;0
18-04-2025 02:00:00;1;1;Bedeckt;8;0
18-04-2025 03:00:00;0;2;Bewoelkt;8;0
18-04-2025 04:00:00;1;0;Bewoelkt;8;0
18-04-2025 05:00:00;1;0;Leicht bewoelkt;8;0
18-04-2025 06:00:00;2;1;Bewoelkt;8;0
18-04-2025 07:00:00;0;1;Bewoelkt;8;0
18-04-2025 08:00:00;1;2;Bewoelkt;9;0
18-04-2025 09:00:00;5;4;Leicht bewoelkt;9;0
18-04-2025 10:00:00;8;1;Bedeckt;10;0
18-04-2025 11:00:00;11;11;Stellenweiser Regenfall;11;0
18-04-2025 12:00:00;9;16;Stellenweiser Regenfall;11;0,1
18-04-2025 13:00:00;24;23;Stellenweiser Regenfall;11;0
18-04-2025 14:00:00;20;42;Stellenweiser Regenfall;11;0
18-04-2025 15:00:00;36;25;Stellenweiser Regenfall;11;0
18-04-2025 16:00:00;25;31;Bewoelkt;11;0
18-04-2025 17:00:00;15;25;Stellenweiser Regenfall;11;0
18-04-2025 18:00:00;29;25;Stellenweiser Regenfall;10;0
18-04-2025 19:00:00;17;25;Leicht bewoelkt;9;0
18-04-2025 20:00:00;15;11;Bewoelkt;8;0
18-04-2025 21:00:00;7;9;Bedeckt;8;0
18-04-2025 22:00:00;4;10;Bedeckt;8;0
18-04-2025 23:00:00;3;4;Bedeckt;8;0
19-04-2025 00:00:00;0;1;Sonnig;8;0
19-04-2025 01:00:00;2;0;Sonnig;7;0
19-04-2025 02:00:00;0;1;Sonnig;7;0
19-04-2025 03:00:00;2;0;Sonnig;6;0
19-04-2025 04:00:00;0;0;Sonnig;6;0
19-04-2025 05:00:00;0;0;Sonnig;6;0
19-04-2025 06:00:00;2;1;Sonnig;7;0
19-04-2025 07:00:00;7;5;Leicht bewoelkt;8;0
19-04-2025 08:00:00;14;13;Leicht bewoelkt;9;0
19-04-2025 09:00:00;31;17;Bewoelkt;11;0
19-04-2025 10:00:00;48;53;Bewoelkt;12;0
19-04-2025 11:00:00;33;46;Bedeckt;14;0
19-04-2025 12:00:00;32;57;Bedeckt;15;0
19-04-2025 13:00:00;41;50;Bedeckt;16;0
19-04-2025 14:00:00;37;50;Leicht bewoelkt;17;0
19-04-2025 15:00:00;33;57;Leicht bewoelkt;18;0
19-04-2025 16:00:00;31;43;Bewoelkt;18;0
19-04-2025 17:00:00;48;52;Bewoelkt;17;0
19-04-2025 18:00:00;29;45;Bewoelkt;16;0
19-04-2025 19:00:00;36;52;Bewoelkt;14;0
19-04-2025 20:00:00;16;12;Bewoelkt;13;0
19-04-2025 21:00:00;10;14;Leicht bewoelkt;12;0
19-04-2025 22:00:00;10;12;Leicht bewoelkt;12;0
19-04-2025 23:00:00;14;13;Leicht bewoelkt;11;0
20-04-2025 00:00:00;4;2;Bewoelkt;11;0
20-04-2025 01:00:00;8;0;Bewoelkt;10;0
20-04-2025 02:00:00;4;2;Leicht bewoelkt;10;0
20-04-2025 03:00:00;5;3;Leicht bewoelkt;9;0
20-04-2025 04:00:00;2;5;Sonnig;9;0
20-04-2025 05:00:00;3;1;Sonnig;9;0
20-04-2025 06:00:00;0;2;Sonnig;10;0
20-04-2025 07:00:00;1;3;Sonnig;11;0
20-04-2025 08:00:00;7;7;Sonnig;13;0
20-04-2025 09:00:00;13;16;Sonnig;14;0
20-04-2025 10:00:00;16;22;Leicht bewoelkt;16;0
20-04-2025 11:00:00;20;29;Leicht bewoelkt;17;0
20-04-2025 12:00:00;32;27;Stellenweiser Regenfall;17;0
20-04-2025 13:00:00;16;26;Stellenweiser Regenfall;16;0
20-04-2025 14:00:00;27;32;Stellenweiser Regenfall;16;0
20-04-2025 15:00:00;24;28;Stellenweiser Regenfall;15;0
20-04-2025 16:00:00;29;30;Leicht bewoelkt;15;0
20-04-2025 17:00:00;33;25;Bewoelkt;14;0
20-04-2025 18:00:00;11;3;Leicht bewoelkt;14;0
20-04-2025 19:00:00;10;5;Bewoelkt;13;0
20-04-2025 20:00:00;9;4;Sonnig;12;0
20-04-2025 21:00:00;5;3;Sonnig;12;0
20-04-2025 22:00:00;5;1;Leicht bewoelkt;11;0
20-04-2025 23:00:00;4;3;Leicht bewoelkt;11;0
21-04-2025 00:00:00;1;1;Leicht bewoelkt;11;0
21-04-2025 01:00:00;2;1;Leicht bewoelkt;11;0
21-04-2025 02:00:00;0;2;Sonnig;11;0
21-04-2025 03:00:00;0;0;Sonnig;10;0
21-04-2025 04:00:00;0;0;Sonnig;10;0
21-04-2025 05:00:00;5;1;Sonnig;9;0
21-04-2025 06:00:00;2;1;Leicht bewoelkt;9;0
21-04-2025 07:00:00;3;1;Leicht bewoelkt;10;0
21-04-2025 08:00:00;4;3;Leicht bewoelkt;11;0
21-04-2025 09:00:00;23;16;Leicht bewoelkt;12;0
21-04-2025 10:00:00;24;24;Sonnig;14;0
21-04-2025 11:00:00;21;32;Sonnig;15;0
21-04-2025 12:00:00;34;39;Leicht bewoelkt;15;0
21-04-2025 13:00:00;25;32;Stellenweiser Regenfall;15;0,1
21-04-2025 14:00:00;22;27;Bedeckt;15;0
21-04-2025 15:00:00;19;32;Stellenweiser Regenfall;15;0,1
21-04-2025 16:00:00;35;22;Stellenweiser Regenfall;15;0,1
21-04-2025 17:00:00;17;33;Stellenweiser Regenfall;15;0,3
21-04-2025 18:00:00;23;19;Stellenweiser Regenfall;14;0,1
21-04-2025 19:00:00;15;19;Bedeckt;13;0
21-04-2025 20:00:00;8;17;Stellenweiser Regenfall;13;0,1
21-04-2025 21:00:00;8;6;Bedeckt;12;0
21-04-2025 22:00:00;12;9;Bewoelkt;12;0
21-04-2025 23:00:00;4;1;Bewoelkt;11;0
22-04-2025 00:00:00;3;0;Leicht bewoelkt;10;0
22-04-2025 01:00:00;1;2;Bewoelkt;10;0
22-04-2025 02:00:00;0;0;Bewoelkt;9;0
22-04-2025 03:00:00;0;1;Teilweise maeßiger Regenfall;9;0,7
22-04-2025 04:00:00;2;1;Stellenweiser Regenfall;10;0,1
22-04-2025 05:00:00;4;3;Bedeckt;10;0
22-04-2025 06:00:00;22;10;Bedeckt;10;0
22-04-2025 07:00:00;40;21;Bedeckt;10;0
22-04-2025 08:00:00;74;47;Bedeckt;10;0
22-04-2025 09:00:00;63;46;Bedeckt;11;0
22-04-2025 10:00:00;35;54;Stellenweiser Regenfall;11;0,1
22-04-2025 11:00:00;53;65;Stellenweiser Regenfall;12;0,1
22-04-2025 12:00:00;47;66;Stellenweiser Regenfall;14;0,1
22-04-2025 13:00:00;63;56;Stellenweiser Regenfall;15;0,1
22-04-2025 14:00:00;43;64;Stellenweiser Regenfall;16;0,1
22-04-2025 15:00:00;65;67;Stellenweiser Regenfall;16;0,1
22-04-2025 16:00:00;75;111;Bewoelkt;17;0
22-04-2025 17:00:00;72;103;Leicht bewoelkt;16;0
22-04-2025 18:00:00;89;111;Leicht bewoelkt;15;0
22-04-2025 19:00:00;50;68;Bewoelkt;15;0
22-04-2025 20:00:00;32;34;Bedeckt;13;0
22-04-2025 21:00:00;12;30;Sonnig;12;0
22-04-2025 22:00:00;17;12;Sonnig;12;0
22-04-2025 23:00:00;8;4;Leicht bewoelkt;12;0
23-04-2025 00:00:00;3;4;Bewoelkt;12;0
23-04-2025 01:00:00;1;1;Bewoelkt;12;0
23-04-2025 02:00:00;3;0;Leicht bewoelkt;12;0
23-04-2025 03:00:00;0;1;Bewoelkt;12;0
23-04-2025 04:00:00;0;0;Bedeckt;12;0
23-04-2025 05:00:00;1;1;Stellenweiser Regenfall;12;0
23-04-2025 06:00:00;9;6;Bewoelkt;12;0
23-04-2025 07:00:00;37;24;Stellenweiser Regenfall;12;0,1
23-04-2025 08:00:00;59;24;Stellenweiser Regenfall;13;0,1
23-04-2025 09:00:00;75;20;Leicht bewoelkt;14;0
23-04-2025 10:00:00;40;46;Stellenweiser Regenfall;15;0,4
23-04-2025 11:00:00;41;47;Stellenweiser Nieselregen;16;0,5
23-04-2025 12:00:00;55;86;Leichter Regenschauer;16;0,7
23-04-2025 13:00:00;47;53;Leichter Regenschauer;16;1,4
23-04-2025 14:00:00;37;48;Leichter Regenschauer;16;0,7
23-04-2025 15:00:00;18;10;Stellenweiser Regenfall;16;0,1
23-04-2025 16:00:00;36;44;Stellenweiser Regenfall;15;0
23-04-2025 17:00:00;50;56;Stellenweiser Regenfall;14;0
23-04-2025 18:00:00;48;49;Stellenweiser Regenfall;14;0
23-04-2025 19:00:00;49;57;Stellenweiser Regenfall;13;0,1
23-04-2025 20:00:00;11;23;Stellenweiser Regenfall;12;0,1
23-04-2025 21:00:00;15;23;Stellenweiser Regenfall;11;0,1
23-04-2025 22:00:00;8;10;Stellenweiser Regenfall;11;0
23-04-2025 23:00:00;6;3;Stellenweiser Regenfall;10;0
24-04-2025 00:00:00;4;0;Bedeckt;10;0
24-04-2025 01:00:00;0;1;Bedeckt;10;0
24-04-2025 02:00:00;2;1;Teilweise maeßiger Regenfall;9;0,5
24-04-2025 03:00:00;1;1;Maeßiger bis starker Regenschauer;9;2
24-04-2025 04:00:00;0;0;Maeßiger bis starker Regenschauer;9;1,8
24-04-2025 05:00:00;1;1;Maeßiger bis starker Regenschauer;9;1,5
24-04-2025 06:00:00;3;2;Teilweise starker Regenfall;9;1,2
24-04-2025 07:00:00;12;8;Maeßiger bis starker Regenschauer;9;1,9
24-04-2025 08:00:00;22;20;Maeßiger bis starker Regenschauer;9;1,6
24-04-2025 09:00:00;35;16;Maeßiger bis starker Regenschauer;9;1,6
24-04-2025 10:00:00;15;18;Maeßiger bis starker Regenschauer;9;2,1
24-04-2025 11:00:00;21;12;Maeßiger bis starker Regenschauer;9;3,1
24-04-2025 12:00:00;20;23;Maeßiger bis starker Regenschauer;10;2,6
24-04-2025 13:00:00;15;14;Maeßiger bis starker Regenschauer;10;1,9
24-04-2025 14:00:00;9;11;Teilweise starker Regenfall;11;1,2
