location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents;towards Lappan pedestrians count;towards Markt pedestrians count;adult pedestrians count;child pedestrians count;adult towards Lappan pedestrians count;adult towards Markt pedestrians count;child towards Lappan pedestrians count;child towards Markt pedestrians count;zone 1 pedestrians count;zone 1 towards Lappan pedestrians count;zone 1 towards Markt pedestrians count;zone 2 pedestrians count;zone 2 towards Lappan pedestrians count;zone 2 towards Markt pedestrians count;collection_type
Lange Straße, Oldenburg;2025-05-28 00:00:00 +0200;Wednesday;12262;18;rain;;6585;5677;11867;395;6347;5520;238;157;11405;6415;4990;857;170;687;measured
Lange Straße, Oldenburg;2025-05-29 00:00:00 +0200;Thursday;4513;18;rain;;2255;2258;4357;156;2164;2193;91;65;3884;2156;1728;629;99;530;measured
Lange Straße, Oldenburg;2025-05-30 00:00:00 +0200;Friday;22193;23;partly-cloudy-day;;11952;10241;21551;642;11600;9951;352;290;20547;11646;8901;1646;306;1340;measured
Lange Straße, Oldenburg;2025-05-31 00:00:00 +0200;Saturday;184;25;rain;;92;92;183;1;91;92;1;0;166;87;79;18;5;13;measured
Lange Straße, Oldenburg;2025-05-31 00:00:00 +0200;Saturday;23059;;;;12493;10566;22405;654;12121;10284;372;282;21889;12163;9726;1170;330;840;measured
Lange Straße, Oldenburg;2025-06-01 00:00:00 +0200;Sunday;4382;23;rain;;2379;2003;4243;139;2309;1934;70;69;3979;2284;1695;403;95;308;mixed
Lange Straße, Oldenburg;2025-06-02 00:00:00 +0200;Monday;9441;20;rain;;5133;4308;9065;376;4924;4141;209;167;7874;4898;2976;1567;235;1332;measured
Lange Straße, Oldenburg;2025-06-03 00:00:00 +0200;Tuesday;11259;23;partly-cloudy-day;;6191;5068;10801;458;5903;4898;288;170;10409;6004;4405;850;187;663;measured
Lange Straße, Oldenburg;2025-06-04 00:00:00 +0200;Wednesday;10214;21;rain;;5497;4717;9777;437;5266;4511;231;206;9679;5347;4332;535;150;385;measured
Lange Straße, Oldenburg;2025-06-05 00:00:00 +0200;Thursday;9942;19;rain;;5279;4663;9591;351;5084;4507;195;156;9547;5161;4386;395;118;277;measured
Lange Straße, Oldenburg;2025-06-06 00:00:00 +0200;Friday;12714;18;rain;;6671;6043;12318;396;6451;5867;220;176;11347;6500;4847;1367;171;1196;measured
Lange Straße, Oldenburg;2025-06-07 00:00:00 +0200;Saturday;21348;18;rain;;11594;9754;20744;604;11271;9473;323;281;20533;11408;9125;815;186;629;measured
Lange Straße, Oldenburg;2025-06-08 00:00:00 +0200;Sunday;3484;15;rain;;1901;1583;3383;101;1845;1538;56;45;3104;1824;1280;380;77;303;mixed
Lange Straße, Oldenburg;2025-06-09 00:00:00 +0200;Monday;4261;18;rain;;2299;1962;4127;134;2225;1902;74;60;3678;2227;1451;583;72;511;measured
Lange Straße, Oldenburg;2025-06-10 00:00:00 +0200;Tuesday;10169;17;rain;;5368;4801;9847;322;5191;4656;177;145;9639;5218;4421;530;150;380;mixed
Lange Straße, Oldenburg;2025-06-11 00:00:00 +0200;Wednesday;12003;19;partly-cloudy-day;;6511;5492;11500;503;6213;5287;298;205;11086;6281;4805;917;230;687;measured
Lange Straße, Oldenburg;2025-06-12 00:00:00 +0200;Thursday;12674;24;clear-day;;6850;5824;12188;486;6583;5605;267;219;11945;6654;5291;729;196;533;measured
Lange Straße, Oldenburg;2025-06-13 00:00:00 +0200;Friday;9604;27;partly-cloudy-day;;3730;5874;9337;267;3634;5703;96;171;8277;3492;4785;1327;238;1089;measured
Lange Straße, Oldenburg;2025-06-14 00:00:00 +0200;Saturday;14190;32;rain;;6414;7776;13855;335;6261;7594;153;182;12680;6144;6536;1510;270;1240;measured
Lange Straße, Oldenburg;2025-06-15 00:00:00 +0200;Sunday;5251;26;rain;;2719;2532;5143;108;2655;2488;64;44;4810;2603;2207;441;116;325;mixed
Lange Straße, Oldenburg;2025-06-16 00:00:00 +0200;Monday;11164;21;partly-cloudy-day;;6014;5150;10762;402;5778;4984;236;166;9306;5736;3570;1858;278;1580;measured
Lange Straße, Oldenburg;2025-06-17 00:00:00 +0200;Tuesday;12216;25;partly-cloudy-day;;6694;5522;11727;489;6399;5328;295;194;11581;6530;5051;635;164;471;measured
Lange Straße, Oldenburg;2025-06-18 00:00:00 +0200;Wednesday;12107;24;partly-cloudy-day;;6444;5663;11656;451;6189;5467;255;196;11445;6252;5193;662;192;470;measured
Lange Straße, Oldenburg;2025-06-19 00:00:00 +0200;Thursday;13871;20;partly-cloudy-day;;7460;6411;13318;553;7123;6195;337;216;12042;7140;4902;1829;320;1509;measured
Lange Straße, Oldenburg;2025-06-20 00:00:00 +0200;Friday;16509;23;partly-cloudy-day;;8712;7797;15956;553;8408;7548;304;249;14953;8432;6521;1556;280;1276;measured
Lange Straße, Oldenburg;2025-06-21 00:00:00 +0200;Saturday;15493;29;partly-cloudy-day;;6859;8634;15157;336;6707;8450;152;184;14687;6709;7978;806;150;656;measured
Lange Straße, Oldenburg;2025-06-22 00:00:00 +0200;Sunday;4249;32;rain;;2126;2123;4138;111;2061;2077;65;46;3860;2031;1829;389;95;294;mixed
Lange Straße, Oldenburg;2025-06-23 00:00:00 +0200;Monday;8906;20;rain;;4724;4182;8606;300;4568;4038;156;144;8022;4576;3446;884;148;736;measured
Lange Straße, Oldenburg;2025-06-24 00:00:00 +0200;Tuesday;10167;20;rain;;5558;4609;9786;381;5350;4436;208;173;9571;5392;4179;596;166;430;measured
Lange Straße, Oldenburg;2025-06-25 00:00:00 +0200;Wednesday;11661;22;rain;;6140;5521;11255;406;5937;5318;203;203;11350;6007;5343;311;133;178;measured
Lange Straße, Oldenburg;2025-06-26 00:00:00 +0200;Thursday;10136;24;rain;;5305;4831;9781;355;5133;4648;172;183;9589;5124;4465;547;181;366;measured
Lange Straße, Oldenburg;2025-06-27 00:00:00 +0200;Friday;14735;20;rain;;7747;6988;14248;487;7469;6779;278;209;13926;7587;6339;809;160;649;mixed
Lange Straße, Oldenburg;2025-06-28 00:00:00 +0200;Saturday;23873;26;partly-cloudy-day;;13158;10715;23163;710;12739;10424;419;291;22973;12878;10095;900;280;620;measured
Lange Straße, Oldenburg;2025-06-29 00:00:00 +0200;Sunday;6200;24;partly-cloudy-day;;3457;2743;6021;179;3361;2660;96;83;5575;3326;2249;625;131;494;mixed
Lange Straße, Oldenburg;2025-06-30 00:00:00 +0200;Monday;9974;26;clear-day;;4543;5431;9571;403;4356;5215;187;216;8533;4324;4209;1441;219;1222;measured
Lange Straße, Oldenburg;2025-07-01 00:00:00 +0200;Tuesday;10806;34;clear-day;;5732;5074;10436;370;5514;4922;218;152;10261;5590;4671;545;142;403;measured
Lange Straße, Oldenburg;2025-07-02 00:00:00 +0200;Wednesday;6759;36;rain;;3287;3472;6529;230;3157;3372;130;100;6262;3157;3105;497;130;367;measured
Lange Straße, Oldenburg;2025-07-03 00:00:00 +0200;Thursday;15391;21;rain;;8099;7292;14772;619;7781;6991;318;301;14738;7909;6829;653;190;463;measured
Lange Straße, Oldenburg;2025-07-04 00:00:00 +0200;Friday;16481;23;partly-cloudy-day;;8654;7827;15897;584;8342;7555;312;272;15635;8430;7205;846;224;622;measured
Lange Straße, Oldenburg;2025-07-05 00:00:00 +0200;Saturday;21436;23;partly-cloudy-day;;11622;9814;20799;637;11254;9545;368;269;20500;11369;9131;936;253;683;mixed
Lange Straße, Oldenburg;2025-07-06 00:00:00 +0200;Sunday;3652;24;rain;;1885;1767;3542;110;1825;1717;60;50;3354;1793;1561;298;92;206;mixed
Lange Straße, Oldenburg;2025-07-07 00:00:00 +0200;Monday;6907;17;rain;;3665;3242;6592;315;3499;3093;166;149;6121;3533;2588;786;132;654;mixed
Lange Straße, Oldenburg;2025-07-08 00:00:00 +0200;Tuesday;11722;18;rain;;6225;5497;11292;430;5955;5337;270;160;10958;6046;4912;764;179;585;measured
Lange Straße, Oldenburg;2025-07-09 00:00:00 +0200;Wednesday;13284;23;partly-cloudy-day;;6957;6327;12785;499;6698;6087;259;240;12450;6728;5722;834;229;605;measured
Lange Straße, Oldenburg;2025-07-10 00:00:00 +0200;Thursday;11946;22;partly-cloudy-day;;6191;5755;11460;486;5938;5522;253;233;11406;6037;5369;540;154;386;measured
Lange Straße, Oldenburg;2025-07-11 00:00:00 +0200;Friday;15270;23;partly-cloudy-day;;8100;7170;14719;551;7785;6934;315;236;14273;7896;6377;997;204;793;measured
Lange Straße, Oldenburg;2025-07-12 00:00:00 +0200;Saturday;21644;22;rain;;11657;9987;21012;632;11288;9724;369;263;20700;11348;9352;944;309;635;measured
Lange Straße, Oldenburg;2025-07-13 00:00:00 +0200;Sunday;5129;23;rain;;2761;2368;4967;162;2672;2295;89;73;4579;2637;1942;550;124;426;measured
Lange Straße, Oldenburg;2025-07-14 00:00:00 +0200;Monday;11382;26;rain;;5732;5650;10920;462;5514;5406;218;244;9415;5418;3997;1967;314;1653;measured
Lange Straße, Oldenburg;2025-07-15 00:00:00 +0200;Tuesday;12050;22;rain;;6342;5708;11584;466;6095;5489;247;219;11289;6138;5151;761;204;557;measured
Lange Straße, Oldenburg;2025-07-16 00:00:00 +0200;Wednesday;12308;20;rain;;6488;5820;11854;454;6235;5619;253;201;11711;6300;5411;597;188;409;measured
Lange Straße, Oldenburg;2025-07-17 00:00:00 +0200;Thursday;11920;19;rain;;6412;5508;11419;501;6114;5305;298;203;11373;6304;5069;547;108;439;measured
Lange Straße, Oldenburg;2025-07-18 00:00:00 +0200;Friday;14701;25;partly-cloudy-day;;7993;6708;14142;559;7682;6460;311;248;13658;7759;5899;1043;234;809;measured
Lange Straße, Oldenburg;2025-07-19 00:00:00 +0200;Saturday;18739;28;rain;;10260;8479;18205;534;9957;8248;303;231;17839;10031;7808;900;229;671;measured
Lange Straße, Oldenburg;2025-07-20 00:00:00 +0200;Sunday;436;27;rain;;198;238;431;5;196;235;2;3;380;189;191;56;9;47;measured
Lange Straße, Oldenburg;2025-07-20 00:00:00 +0200;Sunday;4701;;;;2471;2230;4562;139;2386;2176;85;54;4179;2373;1806;522;98;424;mixed
Lange Straße, Oldenburg;2025-07-21 00:00:00 +0200;Monday;11695;24;rain;;6129;5566;11170;525;5843;5327;286;239;9353;5873;3480;2342;256;2086;measured
Lange Straße, Oldenburg;2025-07-22 00:00:00 +0200;Tuesday;9847;20;rain;;5181;4666;9447;400;4974;4473;207;193;9350;5046;4304;497;135;362;measured
Lange Straße, Oldenburg;2025-07-23 00:00:00 +0200;Wednesday;13164;24;partly-cloudy-day;;7105;6059;12662;502;6821;5841;284;218;12406;6920;5486;758;185;573;measured
Lange Straße, Oldenburg;2025-07-24 00:00:00 +0200;Thursday;12548;24;partly-cloudy-day;;6629;5919;12019;529;6336;5683;293;236;11903;6430;5473;645;199;446;mixed
Lange Straße, Oldenburg;2025-07-25 00:00:00 +0200;Friday;12835;20;rain;;6699;6136;12395;440;6476;5919;223;217;12145;6542;5603;690;157;533;mixed
Lange Straße, Oldenburg;2025-07-26 00:00:00 +0200;Saturday;19678;25;rain;;10771;8907;19099;579;10438;8661;333;246;18882;10551;8331;796;220;576;measured
Lange Straße, Oldenburg;2025-07-27 00:00:00 +0200;Sunday;4077;20;rain;;2170;1907;3941;136;2087;1854;83;53;3671;2089;1582;406;81;325;mixed
Lange Straße, Oldenburg;2025-07-28 00:00:00 +0200;Monday;11625;21;rain;;6142;5483;11135;490;5877;5258;265;225;10002;5931;4071;1623;211;1412;measured
Lange Straße, Oldenburg;2025-07-29 00:00:00 +0200;Tuesday;12737;21;rain;;6814;5923;12228;509;6535;5693;279;230;12200;6608;5592;537;206;331;measured
Lange Straße, Oldenburg;2025-07-30 00:00:00 +0200;Wednesday;12605;19;rain;;6772;5833;12153;452;6527;5626;245;207;12295;6648;5647;310;124;186;measured
Lange Straße, Oldenburg;2025-07-31 00:00:00 +0200;Thursday;12651;22;rain;;6664;5987;12125;526;6375;5750;289;237;11998;6482;5516;653;182;471;measured
Lange Straße, Oldenburg;2025-08-01 00:00:00 +0200;Friday;13126;20;rain;;6949;6177;12571;555;6649;5922;300;255;12452;6782;5670;674;167;507;mixed
Lange Straße, Oldenburg;2025-08-02 00:00:00 +0200;Saturday;19718;20;rain;;10530;9188;19178;540;10245;8933;285;255;19119;10369;8750;599;161;438;measured
Lange Straße, Oldenburg;2025-08-03 00:00:00 +0200;Sunday;5211;22;rain;;2794;2417;5024;187;2699;2325;95;92;4691;2676;2015;520;118;402;mixed
Lange Straße, Oldenburg;2025-08-04 00:00:00 +0200;Monday;12873;23;rain;;6911;5962;12305;568;6606;5699;305;263;10862;6617;4245;2011;294;1717;measured
Lange Straße, Oldenburg;2025-08-05 00:00:00 +0200;Tuesday;14085;20;rain;;7491;6594;13560;525;7199;6361;292;233;13270;7287;5983;815;204;611;measured
Lange Straße, Oldenburg;2025-08-06 00:00:00 +0200;Wednesday;14927;20;partly-cloudy-day;;7851;7076;14421;506;7576;6845;275;231;13851;7660;6191;1076;191;885;measured
Lange Straße, Oldenburg;2025-08-07 00:00:00 +0200;Thursday;14270;25;partly-cloudy-day;;7458;6812;13681;589;7135;6546;323;266;13646;7273;6373;624;185;439;measured
Lange Straße, Oldenburg;2025-08-08 00:00:00 +0200;Friday;14441;25;partly-cloudy-day;;7349;7092;13935;506;7084;6851;265;241;13810;7168;6642;631;181;450;measured
Lange Straße, Oldenburg;2025-08-09 00:00:00 +0200;Saturday;17784;27;partly-cloudy-day;;8437;9347;17224;560;8198;9026;239;321;16949;8210;8739;835;227;608;measured
Lange Straße, Oldenburg;2025-08-10 00:00:00 +0200;Sunday;5074;24;partly-cloudy-day;;2756;2318;4919;155;2656;2263;100;55;4529;2608;1921;545;148;397;mixed
Lange Straße, Oldenburg;2025-08-11 00:00:00 +0200;Monday;12377;26;partly-cloudy-day;;5989;6388;11910;467;5751;6159;238;229;10072;5632;4440;2305;357;1948;measured
Lange Straße, Oldenburg;2025-08-12 00:00:00 +0200;Tuesday;11859;30;partly-cloudy-day;;5614;6245;11470;389;5443;6027;171;218;11080;5383;5697;779;231;548;measured
Lange Straße, Oldenburg;2025-08-13 00:00:00 +0200;Wednesday;9365;34;partly-cloudy-day;;3988;5377;9014;351;3836;5178;152;199;8621;3818;4803;744;170;574;measured
Lange Straße, Oldenburg;2025-08-14 00:00:00 +0200;Thursday;10333;32;rain;;5132;5201;9931;402;4940;4991;192;210;9728;4939;4789;605;193;412;measured
Lange Straße, Oldenburg;2025-08-15 00:00:00 +0200;Friday;14621;28;partly-cloudy-day;;7486;7135;14045;576;7182;6863;304;272;13870;7272;6598;751;214;537;mixed
Lange Straße, Oldenburg;2025-08-16 00:00:00 +0200;Saturday;21134;21;partly-cloudy-day;;11319;9815;20499;635;10973;9526;346;289;20343;11085;9258;791;234;557;measured
Lange Straße, Oldenburg;2025-08-17 00:00:00 +0200;Sunday;5279;22;partly-cloudy-day;;2798;2481;5130;149;2707;2423;91;58;4895;2695;2200;384;103;281;mixed
Lange Straße, Oldenburg;2025-08-18 00:00:00 +0200;Monday;11771;25;partly-cloudy-day;;6400;5371;11284;487;6128;5156;272;215;10345;6212;4133;1426;188;1238;measured
Lange Straße, Oldenburg;2025-08-19 00:00:00 +0200;Tuesday;9263;26;partly-cloudy-day;;4113;5150;8869;394;3953;4916;160;234;8850;3968;4882;413;145;268;measured
Lange Straße, Oldenburg;2025-08-20 00:00:00 +0200;Wednesday;13336;24;partly-cloudy-day;;7099;6237;12817;519;6820;5997;279;240;12768;6919;5849;568;180;388;measured
Lange Straße, Oldenburg;2025-08-21 00:00:00 +0200;Thursday;12159;20;partly-cloudy-day;;6443;5716;11620;539;6136;5484;307;232;11745;6292;5453;414;151;263;measured
Lange Straße, Oldenburg;2025-08-22 00:00:00 +0200;Friday;13934;18;rain;;7376;6558;13471;463;7123;6348;253;210;13455;7221;6234;479;155;324;mixed
Lange Straße, Oldenburg;2025-08-23 00:00:00 +0200;Saturday;22047;19;partly-cloudy-day;;11800;10247;21428;619;11454;9974;346;273;21268;11549;9719;779;251;528;mixed
Lange Straße, Oldenburg;2025-08-24 00:00:00 +0200;Sunday;5173;19;partly-cloudy-day;;2861;2312;5015;158;2770;2245;91;67;4873;2769;2104;300;92;208;measured
Lange Straße, Oldenburg;2025-08-25 00:00:00 +0200;Monday;11115;20;partly-cloudy-day;;5929;5186;10637;478;5672;4965;257;221;9259;5656;3603;1856;273;1583;measured
Lange Straße, Oldenburg;2025-08-26 00:00:00 +0200;Tuesday;11790;26;partly-cloudy-day;;6339;5451;11343;447;6092;5251;247;200;11023;6137;4886;767;202;565;measured
Lange Straße, Oldenburg;2025-08-27 00:00:00 +0200;Wednesday;13925;25;partly-cloudy-day;;7347;6578;13417;508;7063;6354;284;224;13294;7110;6184;631;237;394;mixed
Lange Straße, Oldenburg;2025-08-28 00:00:00 +0200;Thursday;27721;25;rain;;15126;12595;27214;507;14868;12346;258;249;27018;14767;12251;703;359;344;mixed
Lange Straße, Oldenburg;2025-08-29 00:00:00 +0200;Friday;38555;24;rain;;20572;17983;37888;667;20212;17676;360;307;37738;20230;17508;817;342;475;mixed
Lange Straße, Oldenburg;2025-08-30 00:00:00 +0200;Saturday;55043;23;rain;;30199;24844;53948;1095;29578;24370;621;474;53882;29686;24196;1161;513;648;measured
Lange Straße, Oldenburg;2025-08-31 00:00:00 +0200;Sunday;14804;23;rain;;7485;7319;14577;227;7366;7211;119;108;13339;7090;6249;1465;395;1070;measured
Lange Straße, Oldenburg;2025-09-01 00:00:00 +0200;Monday;8737;20;rain;;4611;4126;8407;330;4431;3976;180;150;7875;4455;3420;862;156;706;measured
Lange Straße, Oldenburg;2025-09-02 00:00:00 +0200;Tuesday;11873;22;rain;;6383;5490;11329;544;6072;5257;311;233;11225;6229;4996;648;154;494;measured
Lange Straße, Oldenburg;2025-09-03 00:00:00 +0200;Wednesday;11258;23;rain;;5961;5297;10732;526;5685;5047;276;250;10706;5755;4951;552;206;346;measured
Lange Straße, Oldenburg;2025-09-04 00:00:00 +0200;Thursday;11545;24;rain;;6106;5439;11074;471;5843;5231;263;208;11135;5970;5165;410;136;274;measured
Lange Straße, Oldenburg;2025-09-05 00:00:00 +0200;Friday;13668;21;rain;;7290;6378;13222;446;7045;6177;245;201;12891;7096;5795;777;194;583;measured
Lange Straße, Oldenburg;2025-09-06 00:00:00 +0200;Saturday;23992;23;rain;;13022;10970;23302;690;12613;10689;409;281;23058;12726;10332;934;296;638;measured
Lange Straße, Oldenburg;2025-09-07 00:00:00 +0200;Sunday;4812;24;cloudy;;2524;2288;4663;149;2441;2222;83;66;4238;2360;1878;574;164;410;measured
Lange Straße, Oldenburg;2025-09-08 00:00:00 +0200;Monday;15;24;rain;;10;5;15;0;10;5;0;0;15;10;5;0;0;0;measured
Lange Straße, Oldenburg;2025-09-08 00:00:00 +0200;Monday;9362;;;;5094;4268;8982;380;4886;4096;208;172;8537;4929;3608;825;165;660;measured
Lange Straße, Oldenburg;2025-09-09 00:00:00 +0200;Tuesday;10631;23;rain;;5600;5031;10203;428;5363;4840;237;191;10188;5422;4766;443;178;265;measured
Lange Straße, Oldenburg;2025-09-10 00:00:00 +0200;Wednesday;11112;20;partly-cloudy-day;;5905;5207;10665;447;5656;5009;249;198;10703;5741;4962;409;164;245;measured
Lange Straße, Oldenburg;2025-09-11 00:00:00 +0200;Thursday;10716;21;rain;;5820;4896;10303;413;5596;4707;224;189;10231;5639;4592;485;181;304;measured
Lange Straße, Oldenburg;2025-09-12 00:00:00 +0200;Friday;11848;20;partly-cloudy-day;;6311;5537;11453;395;6113;5340;198;197;11415;6170;5245;433;141;292;measured
Lange Straße, Oldenburg;2025-09-13 00:00:00 +0200;Saturday;21963;19;rain;;12279;9684;21336;627;11907;9429;372;255;21406;12094;9312;557;185;372;mixed
Lange Straße, Oldenburg;2025-09-14 00:00:00 +0200;Sunday;4795;19;rain;;2581;2214;4629;166;2495;2134;86;80;4487;2496;1991;308;85;223;measured
Lange Straße, Oldenburg;2025-09-15 00:00:00 +0200;Monday;9526;21;rain;;5092;4434;9205;321;4921;4284;171;150;8865;4964;3901;661;128;533;mixed
Lange Straße, Oldenburg;2025-09-16 00:00:00 +0200;Tuesday;8222;17;rain;;4355;3867;7951;271;4221;3730;134;137;7733;4200;3533;489;155;334;measured
Lange Straße, Oldenburg;2025-09-17 00:00:00 +0200;Wednesday;10477;18;rain;;5761;4716;10104;373;5543;4561;218;155;10123;5634;4489;354;127;227;measured
Lange Straße, Oldenburg;2025-09-18 00:00:00 +0200;Thursday;7981;19;rain;;4173;3808;7692;289;4032;3660;141;148;7611;4040;3571;370;133;237;measured
Lange Straße, Oldenburg;2025-09-19 00:00:00 +0200;Friday;14858;24;partly-cloudy-day;;7942;6916;14394;464;7696;6698;246;218;14260;7774;6486;598;168;430;measured
Lange Straße, Oldenburg;2025-09-20 00:00:00 +0200;Saturday;22154;28;rain;;12351;9803;21508;646;12014;9494;337;309;21554;12165;9389;600;186;414;measured
Lange Straße, Oldenburg;2025-09-21 00:00:00 +0200;Sunday;4438;21;partly-cloudy-day;;2358;2080;4325;113;2304;2021;54;59;4134;2271;1863;304;87;217;mixed
Lange Straße, Oldenburg;2025-09-22 00:00:00 +0200;Monday;10042;16;partly-cloudy-day;;5567;4475;9651;391;5349;4302;218;173;8909;5365;3544;1133;202;931;measured
Lange Straße, Oldenburg;2025-09-23 00:00:00 +0200;Tuesday;11089;18;rain;;5950;5139;10690;399;5724;4966;226;173;10707;5807;4900;382;143;239;measured
Lange Straße, Oldenburg;2025-09-24 00:00:00 +0200;Wednesday;11840;18;partly-cloudy-day;;6367;5473;11373;467;6125;5248;242;225;11418;6164;5254;422;203;219;mixed
Lange Straße, Oldenburg;2025-09-25 00:00:00 +0200;Thursday;11230;17;partly-cloudy-day;;6229;5001;10784;446;5980;4804;249;197;10875;6091;4784;355;138;217;mixed
Lange Straße, Oldenburg;2025-09-26 00:00:00 +0200;Friday;13317;17;rain;;7215;6102;12834;483;6958;5876;257;226;12843;7034;5809;474;181;293;measured
Lange Straße, Oldenburg;2025-09-27 00:00:00 +0200;Saturday;21930;17;rain;;12134;9796;21183;747;11733;9450;401;346;21429;11933;9496;501;201;300;measured
Lange Straße, Oldenburg;2025-09-28 00:00:00 +0200;Sunday;4181;20;partly-cloudy-day;;2244;1937;4026;155;2158;1868;86;69;3932;2169;1763;249;75;174;mixed
Lange Straße, Oldenburg;2025-09-29 00:00:00 +0200;Monday;10435;19;rain;;5746;4689;9989;446;5504;4485;242;204;9587;5595;3992;848;151;697;mixed
Lange Straße, Oldenburg;2025-09-30 00:00:00 +0200;Tuesday;10731;18;rain;;5793;4938;10376;355;5605;4771;188;167;10188;5598;4590;543;195;348;mixed
Lange Straße, Oldenburg;2025-10-01 00:00:00 +0200;Wednesday;12175;15;partly-cloudy-day;;6760;5415;11704;471;6503;5201;257;214;11681;6598;5083;494;162;332;measured
Lange Straße, Oldenburg;2025-10-02 00:00:00 +0200;Thursday;12844;16;partly-cloudy-day;;6955;5889;12327;517;6680;5647;275;242;12390;6801;5589;454;154;300;measured
Lange Straße, Oldenburg;2025-10-03 00:00:00 +0200;Friday;6028;15;rain;;2769;3259;5770;258;2682;3088;87;171;5520;2684;2836;508;85;423;measured
Lange Straße, Oldenburg;2025-10-04 00:00:00 +0200;Saturday;17387;14;rain;;9696;7691;16955;432;9457;7498;239;193;16745;9547;7198;642;149;493;mixed
Lange Straße, Oldenburg;2025-10-05 00:00:00 +0200;Sunday;13447;14;rain;;7841;5606;13074;373;7627;5447;214;159;12337;7640;4697;1110;201;909;mixed
Lange Straße, Oldenburg;2025-10-06 00:00:00 +0200;Monday;9227;15;rain;;5046;4181;8904;323;4867;4037;179;144;8127;4883;3244;1100;163;937;measured
Lange Straße, Oldenburg;2025-10-07 00:00:00 +0200;Tuesday;10442;18;rain;;5793;4649;10032;410;5569;4463;224;186;10081;5656;4425;361;137;224;measured
Lange Straße, Oldenburg;2025-10-08 00:00:00 +0200;Wednesday;11013;18;rain;;5902;5111;10571;442;5674;4897;228;214;10644;5758;4886;369;144;225;measured
Lange Straße, Oldenburg;2025-10-09 00:00:00 +0200;Thursday;11273;15;rain;;6135;5138;10839;434;5891;4948;244;190;10966;5998;4968;307;137;170;measured
Lange Straße, Oldenburg;2025-10-10 00:00:00 +0200;Friday;14022;17;rain;;7730;6292;13492;530;7423;6069;307;223;13588;7595;5993;434;135;299;measured
